,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Linux,Python,Java,C,Web,Sql,App,Mysql,Oracle
258,研究测试人员,测试,5000.0,浙江迅实科技有限公司,绍兴,0.0,大专,、 负责研发设备的前期准备工作，包括理论实验，部分结构实验；2、 负责开发完毕后，设备的各性能参数指标测试实验；3、 负责后期设备软硬件更新维护性测试；4、 负责验证新配件的性能参数测试；5、 负责部分设备的验证和开发工作；6、 负责新技术的探索实验开发；任职需求：1、 大专及以上学历，机械设计自动化、电气工程、电子类专业，有行业经验可适当降低要求；2、 有较强动手能力，问题解决能力善于沟通，善于查阅国内外资料手册，能撰写相关文档、报告；3、 对电路、机械等有一定了解，能简单焊接电路和设计简单机械优先；4、 能使用工具组装调试设备；,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,影像质量高级测试开发工程师（西安）,测试,24000.0,深圳市大疆创新科技有限公司,西安,5.0,硕士,职责描述：1. 负责制定公司画质评测标准，设计评测体验方案，跟踪行业标准；2. 负责对产品的图像质量进行测评与评价，与算法、软件、硬件紧密合作优化产品；3. 负责输出竞品、体验分析报告；4. 负责画质体验效率工具的方案设计并推动落地；5. 负责画质和体验相关的质量流程、效率的建设和优化。任职要求：1. 硕士及以上学历，五年以上图像调试或测试经验；2. 精通lens，sensor工作机制和原理，深度理解图像处理算法并能提出应用解决方案；3. 熟悉图像测评工具和测评机构，深度掌握DXO，lmatese等常用测评工具；4. 做事认真细心，积极主动，有责任心，有良好沟通能力和抗压能力；5. 熟悉主流电影规格，灯光环境布置，摄影创作者优先。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,产品测试工程师,测试,6000.0,广州市凌安电器制造有限公司,广州,3.0,大专,    大专及以上文化程度，机械或机电相关专业。2.    熟悉小家电产品的检测和测试。3.  有两年及以上相关工作经验。4.  熟练使用AutoCAD、 WORD和EXCEL等软件。5.  对注塑工艺、冲压工艺、压铸工艺及电子零件有一定的了解。6.  严谨认真，一丝不苟，责任心强。7.  较强的逻辑性思维，善于条理化工作。8.  较强的动手和沟通能力。9.   上班地点：番禺石楼镇潮田工业区集一工业园内10.   包中午餐。6天8小时工作制，基本无加班。11.  工作时间：周一至周六，8:30至12:00，13:00至17:30有意者请致电凌小姐，020-347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,高温测量现场测试工程师,测试,8500.0,上海恒烨校准测量技术有限公司,上海,2.0,大专,一、岗位职责：(仅招聘有现场温度测试经验的人员，不具有该工作经验的人员，请勿投简历。)1.现场测试/校准：现场校准工艺仪表、现场系统精度测试（SAT）、热处理设备的炉温均匀性测试（TUS）；2.文档及报告：根据现场测试结果，出具校准报告、测试报告，提交至计量管理员出具报告。3.完成主管下达的其它工作任务；二、任职要求：1．大专以上学历，理工科背景，测控仪器仪表、计量检测等专业优先，要求具有2年以上现场高温测量现场校准测试的相关工作经验（不符合本条，请勿投递简历，谢谢配合）；2．年龄：35岁左右；3.要求有驾照，能够熟练驾驶。三、工作地址上海嘉定区(实验室场地为上海市嘉定区上海大学科技园，如非意向在此区域工作的应聘者请勿投简历）四、福利项目：1．月薪：7000-10000元，年底十三薪，优秀者可面议；2. 试用期满，按国家相关规定缴纳社会保险（养老、医疗、工伤、生育、失业）、住房公积金；3. 逢年过节公司统一发放福利（生日、节日礼物、年终奖、境内外旅游、表现突出者，享受公司特别福利）；4. 培训：提供各种内部专业技能培训，表现优秀者安排外部培训及取证；5. 住宿：提供员工宿舍。五、工作时间：8小时工作制，大小礼拜；六、联系人：谢小姐   E-mail: linda@,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,测试工程师-财税方向,测试,9500.0,北京公瑾科技有限公司广州分公司（慧算账）,广州,3.0,本科,岗位职责：1.财务领域软件产品的测试，保证产品功能的正确性，以及对需求设计的满足度验证；2.参与功能、性能测试，依据测试计划、完成需求分析，能独立完成测试用例编写、执行；3.以用户需求为导向，体验产品的整体使用效果，提出好的改进意见。任职资格：1.大学本科及以上学历，3年以上财税行业工作经验；2.拥有金蝶、用友等企业软件使用经验者优先；3.有独立工作能力，具备创新思维和较强的学习钻研能力；4.有较强沟通协调和文字表达能力，能承受一定的工作压力；员工福利：1.五天工作制，每天工作7小时（9:00-12:00，14:00-18:00），人性化考勤制度；2.入职即购买社会保险、住房公积金，另外帮员工购买商业医疗保险；3.年假5~15天；4.餐费补贴、结婚礼金、节日礼品或礼金；5.年终奖+工资额外的季度奖金；6.每月聚餐经费+周边游+国内外旅游；7.每年一次体检，身体健康第一位；8.每周康体活动（每周五下午有游泳、羽毛球、篮球等活动任君选择）；9.简单的人际关系，十分nice的领导和同事，工作氛围好。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,手机系统测试+双休餐补,测试,5250.0,河南青凰网络科技有限公司,郑州,0.0,中专,任职要求:1、对测试感兴趣，希望从事计算机行业，想有份稳定的工作2、好学、细心，富有责任心，沟通能力强3、无需要经验，可零基础。福利待遇：1、转正后薪资4000+项目提成+奖金2、富有竞争力的薪酬水平和其他福利津贴3、给予完善的绩效考核，年终奖金及定期调薪，晋升机制4、做五休二，周末双休，带薪休假（年假，婚假，丧假，病假等）5、丰富的业余集体活动（拓展，旅游，聚餐，年会等）6、公司提供住宿，餐补,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,软件测试师,测试,20000.0,北京航天爱锐科技有限责任公司,北京,3.0,本科,工作地点：西安、北京岗位职责：1）负责测试环境的搭建，测试用例的编写与执行；2）负责跟进软件问题的处理，并开展回归测试；3）负责相关技术文档和管理文档的编写；4）参与软件测试需求分析、测试策划；5）参与相关的技术研究和攻关工作。任职要求1）计算机、电子信息等相关专业本科及以上学历；2）学握C/C++、Java、JavaScript、PHP、Python等编程语言；3）了解Linux和Windows操作系统开发，运行环境；4）有软件测试的相关经验；5）具有良好的文档编写能力；6）具有良好的团队合作精神，娴熟的沟通技巧，执行能力强；7）有航天相关行业从业经历者优先。,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
265,硬件测试工程师（智能穿戴）,测试,9000.0,深圳恒芸生泰科技有限公司,深圳,3.0,无,"岗位职责：1.负责智能穿戴类产品的硬件功能测试、性能测试、可靠性测试；2.根据产品的设计规格书制定测试计划、测试用例和测试标准，执行测试并输出测试报告；3.对测试中发现的问题进行详细分析和准确定位，跟踪问题、推动问题的合理解决，保证项目进度和产品质量；4.建立测试流程, 进行测试环境的搭建和维护；5.负责产品认证工作；任职要求：1. 电子工程、机械、自动化、计算机及其相关专业、大专及以上学历；2. 两年以上硬件测试岗位工作经验，具有智能穿戴行业工作经验优先考虑；3. 熟悉智能穿戴等电子产品功能测试要求和测试规范；4. 能够编写测试用例，制定测试标准；5. 能够熟练操作示波器、负载仪、万用表等测试仪器；6. 具有良好工作积极性、沟通表达能力和学习能力；",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,IT测试员助理双休+五险一金,测试,5250.0,河南钧志信息技术有限公司,郑州,0.0,中专,要求:1、对IT感兴趣，希望从事IT行业，想有份稳定的工作2、好学、细心，富有责任心，沟通能力强3、无需要经验，可零基础。福利待遇：1、转正后薪资4000+项目提成+奖金2、富有竞争力的薪酬水平和其他福利津贴3、给予完善的绩效考核，年终奖金及定期调薪，晋升机制4、做五休二，周末双休，带薪休假（年假，婚假，丧假，病假等）5、丰富的业余集体活动（拓展，旅游，聚餐，年会等）6、公司提供住宿，餐补,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,测试工程师,测试,7250.0,儒竞艾默生环境优化技术（上海）有限公司,上海,0.0,本科,岗位职责：1、编制软、硬件测试用例，完成测试后提交测试报告；2、定型前产品的送样测试和维修；3、完成焓差测试、EMC测试等；4、搭建测试平台、维护测试室设备、工具、配件等；5、样机试制。岗位要求：1、本科学历，电气、电子、通信等相关专业；2、1年左右软件或硬件测试经验者优先；3、熟悉测试规范和常用测试工具，能独立根据需求说明书、软件概要设计说明书和软件详细设计说明书进行测试用例编写，并进行软件单元测试工作；4、具有较强的学习能力，良好的沟通能力与团队协作能力；5、有空调电控测试经验优先；6、能吃苦耐劳。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,软件测试工程师,测试,12500.0,上海鼎驰信息技术有限公司,上海,3.0,本科,测试工程师任职要求：1、IT或金融相关专业本科以上学历；2、有3年（含）以上软件测试经验，熟悉软件测试流程，编写测试方案，指定测试范围与计划、测试执行、缺陷回归以及编写测试报告等相关工作；3、熟练掌握黑盒测试用例和测试方法，保证测试用例覆盖业务场景；4、熟练使用excel、word进行相应的统计工作；5、良好沟通能力，具备有效的谈判技能，具有较强的测试需求分析能力；6、有高度的责任心和团队协作精神。7、有证券行业项目背景；工作职责：1.根据项目要求，编写和修改测试用例2.执行测试用例，进行缺陷跟踪和软件质量分析等；3.跟踪测试计划和任务，提交测试报告4.根据流程，进行缺陷管理，并与开发团队保持沟通，及时解决各种问题5.汇报测试进展和缺陷率6.汇报测试状态，相关风险和问题7.负责测试用例库的维护工作8.Review测试用例9.根据测试结果编写测试报告，对于报告的问题进行跟踪管理工作地点：国泰证券-来安路685号（金海路、广兰路、世纪大道地铁站有班车）工作时间：8:30-17:30周末双休,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,软件测试工程师,测试,3000.0,哈尔滨华泽数码科技有限公司,哈尔滨,2.0,大专,"岗位职责：1.掌握基本的系统测试理论、方法、流程和规范；2.能够制定测试计划、编写测试用例、测试用例执行、编制测试报告，测试结果分析；3.掌握当前流行的各种性能测试工具、安全测试工具、渗透测试工具、代码检测工具,如LoadRunner、AppScan、sqlmap等常用工具；4.能够独立搭建测试环境，能够独立编写测试脚本；5.可以使用基本的SQL语句辅助测试；6.较强的文档编写能力、问题分析能力;7.能够熟练使用ORACLE、SQLSERVER、MYSQL等主流数据库，熟悉Tomcat、Weblogic中间件发布配置的相关知识。8.熟悉软件接口测试的基本方法；9.熟练使用接口测试工具SoapUI、JMeter等常用工具；10.熟练使用如appscan、WVS、sqlmap等主流安全扫描工具的一种以上（工具不局限以上几种）；11.熟悉Java语言；12.深入理解SQL注入，XSS跨站等常见WEB漏洞的验证，并配合开发部门解决问题，形成反馈报告；13.做过网络防入侵安全漏洞扫描、程序代码安全扫描、应用漏洞扫描、数据库漏洞扫描中的两种；14.具备Web渗透测试能力优先考虑；任职要求：1.计算机相关专业，大专以上学历；2.具有两年以上的测试工作经验、有编程经验或两年以上测试经验；3.熟练使用windows/linux操作系统环境、oracle等主流数据库环境、Tomcat、weblogic等中间件发布配置的相关知识；4.熟悉java编程经验者优先；5.具备优秀的逻辑思维能力，良好的团队合作精神，较强的沟通能力和学习能力。企业福利：带薪休假，五险一金，节日福利，生日礼物，周末双休，节假日提前放假",1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
270,测试工程师,测试,10500.0,江苏塔菲尔新能源科技股份有限公司,南京,0.0,无,岗位职责：1.对电池系统进行各项测试，收集记录数据，找出各项问题;2.和其他测试人员汇总整理测试问题，并讨论分析给出初步的测试问题的原因;3.编制整理测试文档;4.对出现的测试问题，持续跟进测试;5.涉及到使用外部门设备和场地时，需要进行协商借用场地;6.测试工具的保管整理，并完成领导安排的其他工作;任职要求:1.本科及以上学历。电子、自动化相关专业；2.具有1年本行业的工作经验；3.有一定的判断决策能力、计划能力、分析能力、组织能力、创新能力、协调沟通能力。职能类别：										测试工程师									,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,测试开发工程师,测试,14000.0,杭州中恒云能源互联网技术有限公司,杭州,3.0,本科,"岗位职责：1.负责对应产品线的功能测试、接口测试，能通过自动化提升测试效率；2.精通测试流程，能深入分析产品需求、开发设计，并提出合理建议；3.能制定测试方案、设计高质量测试用例、测试报告，提前预警质量风险点；4.能定期对测试项目经验进行总结，对测试质量进行分析和建议；5.发现工作中的效率提升点，从测试的角度提供优化意见，推动测试流程持续优化。任职要求：1.计算机相关专业本科及以上学历，3年以上测试开发经验；2.熟练掌握Java/C/C++或各类脚本语言中一种,能运用新技术手段保证产品测试质量（有大型网络公司或金融互联网公司自动化经验优先）；3.熟悉java开发环境，会使用相关的工具，如：Eclipse，Maven，Jenkins等4.熟悉Oracle、Mysql等数据库的基本知识及操作；5.熟悉HTTP，Soap、Socket等网络通讯协议；6.熟悉Linux操作系统，有自动化测试经验，能独立设计用例并编写代码实现自动化测试；7.具备撰写自动化测试工具以及搭建自动化测试平台的实战经验者优先。8.具有较强的业务分析能力，较好的沟通表达和综合协调能力，对质量保证有较为深刻地认识；9.性格开朗乐观，责任心强，积极主动，善于沟通，具有较强团队协作能力。",1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
272,变频 伺服测试工程师,测试,9000.0,浙江禾川科技股份有限公司,深圳,1.0,大专,岗位职责：1.参与制定电机驱动类产品（变频、伺服）需要和规格，熟悉行业相关标准；2.定制产品测试方案；编写测试案例，并不断优化升级；3.参与变频器、伺服驱动器产品开发项目，完成测试任务，提交测试报告；4.积累市场反馈的测试问题，总结改进测试方案。任职要求：1.电气、自动化相关专业、大专及以上学历；2.掌握变频器、伺服产品相关知识、对其应用、硬件软件架构有所了解；3.熟悉变频器、伺服等工控产品研发的测试；4.工作认真细致、有耐心、严谨严格。产品介绍：1.在要求自动化 高速化 高精度化便利性的新一代制造业的所有领域中我们的SV系列伺服提供了***的解决方案。2.PLC拥有最齐全的系列，顶尖的处理速度，储存量大，功能强大 性能稳定。3.变频器的全新设计 外观精巧。4. 产品网址,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,机顶盒测试工程师,测试,7000.0,深圳奥视通电子有限公司,深圳,1.0,大专,、大专以上学历，***优先；2、有过机顶盒或者电视的测试经验；3、对机顶盒产品有一定的了解；4、有在机顶盒厂家做过品质经验的优先。主要职责：1、配合研发，进行产品开发测试。2、生产软件的发布和测试。3、样机管理以及测试,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,系统测试工程师,测试,7000.0,徐州威卡电子控制技术有限公司,徐州,3.0,本科,职位职责：一、测试计划和测试用例1.制定单元测试计划和测试用例；2.制定集成测试计划和测试用例；3.制定系统测试计划和测试用例；4.测试计划和测试用例评审；二、执行测试1.执行集成测试并完成测试报告；2.执行模块测试并完成测试报告；3.执行性能测试并完成测试报告；4.执行回归测试并完成测试报告；三、分析问题1.协助设计人员查找、分析测试中发现的问题，提升设计质量；四、测试管理1.指导整体测试工作；2.推动、维护测试的规范化运作；3.提升部门整体的测试水平和测试能力；4.协助部门经理提升部门软件的整体测试质量；五、完成公司交给的其他任务任职资格一、学历及所学专业1.学本科及以上学历；2.电子、计算机或自动化相关专业；二、经验1.控制系统软件开发或测试3年以上；2.控制系统设计开发经验；三、知识1掌握简单的C语言和CoDeSys软件开发；2.熟悉电气设计及工程机械电液控制知识；3.熟悉控制逻辑和控制算法知识；4.熟练掌握常见的接口测试工具、性能分析工具和bug管理工具；5.熟练掌握自动化测试框架理论知识；6. 熟练掌握软件测试的相关理论知识；7. 熟练掌握至少一种版本管理软件的使用，如(SVN,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
275,高级测试工程师（用户服务部）,测试,12500.0,深圳市规划国土房产信息中心（深圳市空间地理信息中心）,深圳,0.0,无,岗位职责：1.参与项目的建设与讨论，独立撰写测试计划、测试方案、绘制思维导图、测试用例等文档；2.对测试中发现的问题进行详细分析和准确定位，对测试结果进行总结与统计分析，对测试进行跟踪并提出反馈意见；3.开发和维护自动化测试，实施压力测试和性能测试；4.参与评估项目质量风险，与产品经理和开发人员就项目进度和问题进行沟通。任职要求：1.研究生及以上学历，计算机或相关专业，3年以上测试工作经验；2.熟练编写测试计划、测试方案、测试用例等文档和绘制相关思维导图；3.精通软件测试理论及测试方法，熟悉软件开发流程；4.熟练使用LoadRunner、selenium、Appium、Jmeter、Jenkins或其它测试工具并有实际操作这些工具的项目工作经验；5.熟悉并能独立搭建python+selenium+unittest自动化测试框架;6.熟悉MSSQL、MySQL数据库、熟悉shell、python等脚本语言；7.熟练运用Linux，Windows等操作系统，部署实施环境；8.有较强的逻辑分析能力、学习能力和总结能力；9.拥有较好的沟通技巧及团队合作精神，乐于帮助团队成员成长；,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
276,测试工程师,测试,8000.0,深圳富创通科技有限公司,深圳,1.0,大专,岗位职责：1、负责红外触摸屏产品测试用例的设计、编写；2、根据项目时间安排测试计划，合理安排测试任务的优先顺序； 3、执行测试用例并提交测试结果；4、分析测试数据，并跟进反馈产品测试发现的问题，为问题解决提供协助；5、管理维护测试治具和测试规范，保证测试工作标准化的进行。任职要求：1、大专及以上学历，电子、计算机等相关专业；2、两年以上测试工作经验，有电视、电子白板、触摸屏、广告机等相关产品测试经验者优先；3、熟悉产品测试/功能测试工作流程，能快速解决生产过程中与产品测试有关的异常问题；4、执行力强，表达能力好，善于发现、分析、反馈问题，有良好的质量意识。薪资福利：★ 薪酬待遇：提供同行业具有竞争力的薪酬、绩效奖金、年底双薪等；★晋升空间：公司为员工提供广阔、自由、公开的职业发展平台，完善的晋升晋薪机制；★社会保险：六险一金（养老险+工伤险+医疗险+失业险+生育险+公积金+意外险）；★有薪假期：享受带薪年假、病假、婚假、产假、护理假、法定节假日；★团队活动：年度旅游（国内国外）、生日会、下午茶、部门旅游、月度聚餐、户外活动等；★ 节日礼品：传统节日、生日礼品，婚育礼金；★ 健康关爱：定期全员免费体检；★ 日常关怀：公司设有茶水间、提供冰箱、微波炉、咖啡机★ 员工培训：公司重视员工培训，采用内部讲师、外聘讲师、职业进修培训等多种培训方式。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,产品测试跟进文员,测试,4750.0,东莞兴德玩具制衣有限公司,东莞,0.0,无,按客人要求安排测试公司进行测试跟进测试样品及进度英语6级以上。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,硬件测试工程师,测试,8500.0,深圳曼顿科技有限公司,深圳,2.0,大专,岗位职责：1、分析产品需求，制度产品硬件测试方案和测试计划、并设计测试用例；2、熟练使用仪器仪表对产品硬件相关的功能、性能、一致性、可靠性等方面进行测试；3、分析定位、解决测试问题，评估测试效果并撰写测试报告；4、负责排查和解决售后反馈回来的硬件问题；5、指导测试治具的设计工作，制定整机生产测试作业指导书并指导生产进行整机出厂测试工作；6、负责设备、仪器的保管和维护；任职要求：1、机械、自动化、电子、精密仪器相关专业，专科及以上学历；2、有2年以上硬件测试工作经验，熟悉测试流程和相关规范，有低压电气、电气火灾相关行业从业经验者优先；3、熟悉工业自动化产品测试相关流程，熟悉测试治具的设计者为佳；4、熟练掌握各种测试仪器，比如数字示波器、逻辑分析仪、频谱仪、万用表、高低温箱等；5、对电路设计、可靠性测试、电磁兼容测试有比较深的认识；6、学习能力强，工作细心，具有高度的责任心和敬业精神，良好的沟通能力和团队合作精神；,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,工艺测试人员（细胞生产中心）,测试,9000.0,上海细胞治疗集团有限公司,上海,0.0,无,、负责细胞培养工艺开发工作，包括细胞培养基的筛选、细胞培养工艺的优化。2、负责小试细胞培养工艺向生产的技术转移，协助生产进行工艺放大。3、负责细胞培养新工艺和新技术的开发，及在生产上的推广应用。5、严格按照GMP车间各项SOP进行操作，确保工艺开发工作顺利进行。6、参与测试项目的实验方案设计、实验操作、结果与数据分析、完成实验报告；7、定期汇报实验结果和测试进程，对于工作中出现的问题能够做出分析与判断，并且及时向上级报告；8、完成上级交办的其他任务；任职资格：1、生物化学与分子生物学、免疫学、细胞生物学、生物工程等相关专业，本科及以上学历；2-6年制药企业工艺研发工作经验。2、扎实的分子生物学和细胞生物学基础，熟悉细胞培养的原理和操作知识。3、良好的英语读写能力；有高度责任心，工作细致，认真负责，有很好的团队合作精神，具有较好的分析问题和解决问题的能力。4、有CAR-T/单克隆抗体细胞培养工艺开发和规模化生产经验者优先。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,系统测试工程师,测试,11000.0,深圳市繁维科技有限公司,深圳,2.0,本科,"2. 对测试结果进行分析，给出专业的报告，与其他部门紧密协作，跟踪缺陷并推动缺陷及时修复3. 参与产品制作,协助新产品试产，提出/解决试产过程中的问题4. 具备测试过程中发现问题的能力，能够清晰的定位具体问题点                 5. 具备一定的自动化测试脚本编写能力职位要求：1.               电子、计算机等相关专业，2年以上相关经验；2. 熟悉测试理论和常用方法3. 拥有较好的沟通技巧及团队合作精神，工作细致，认真严谨，有责任心4. 有产品研发的各个阶段的测试经验5. 具备一定的自动化测试设计经验6. 熟悉bug管理工具的使用，如： bugfree、bugzilla、Mantis等7. 掌握图像评测的基本原理和方法，有C++、python、opencv开发经验者优先                 8. 熟练的使用matlab等图像处理工具者优先职能类别：										测试工程师																			硬件工程师									关键字：图像性能测试",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
281,测试工程师,测试,7500.0,上海金东唐科技有限公司,苏州,5.0,大专,、熟练的进行机械设备的组装及调试；2、根据电控图档，进行电控配线；3、机械故障的诊断维护，进行电控问题的诊断维护。任职要求：1、大专及以上学历，电气，自动化，电子等相关专业；2、5年以上相关工作经验；对电控部分有一定的了解；3、简单的英语读写能力，能看懂英文资料；4、有良好的团队合作精神和较强的协调能力，能承受一定的工作压力。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,测试工程师,测试,6500.0,深圳市一恒科电子科技有限公司,深圳,1.0,中专,工作职责:1.负责android应用软件和系统的功能、性能、压力等测试工作2.制定测试计划、测试用例；执行测试，分析测试报告3.推动并监控整个项目测试流程的实施，推动问题的解决4.负责合理规划测试进程，并按要求完成各种文档和说明书的编写工作岗位要求:1.有android平板、智能机器人方面的测试经验2.计算机、通信及电子相关专业3.熟悉测试流程，能独立完成测试计划，测试用例设计4.具备Android应用软件测试经验5.能独立完成测试任务，提交BUG，并跟踪问题6.有良好的沟通能力，团队合作能力，能快速融入团队7.同时具备Android等软件测试者优先8.有一定的系统配置经验及代码基础优先9.会用烙铁者优先。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,软件测试工程师,测试,5250.0,长沙路草软件开发有限公司,长沙,0.0,本科,薪资福利待遇及发展空间：五险+年终奖金+绩效奖金+免费工作餐+免费公寓住宿岗位职责：1、负责公司产品的功能测试、性能测试；2、与产品经理、开发人员配合制定合理的测试计划，确保项目高质高效交付；3、针对产品项目编写测试用例，有效执行测试用例，提交测试报告；4、准确定位并跟踪问题，辅助技术解决问题。任职要求：1、计算机相关专业本科及以上学历，能够熟练使用相关测试工具；2、熟悉系统测试流程，思路清晰，有较强的逻辑分析能力和学习能力，良好的文档书写能力；3、熟悉主流缺陷管理工具，具备一定的软件需求分析能力，有良好的文档编写能力；4、拥有较好的沟通技巧及团队合作精神，较强的责任感及进取创新精神；,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,测试工程师,测试,5250.0,深圳市喀尔木环保材料有限公司,深圳,0.0,本科,名，本科学历，化学相关专业。1、负责实验室相关测试。2、负责实验室仪器维护。3、负责实验6S。4、负责制定实验标准。5、负责国标测试方法开发。应届毕业生亦可。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,测试工程师,测试,6000.0,青岛文达通科技股份有限公司,青岛,0.0,无,						1、本科及以上学历，针对对外销售的硬件自主产品出现的质量问题进行监察、探底、测试，直至问题闭环，并对相关人员进行工作质量或产品质量调查；2、对自主产品的功能、性能做出严格的关键节点（包括软硬件联调）和最终市场应用现场测试，验证是否满足设计和现场应用要求； 3、对外购产品的功能、性能做出严格的测试，验证是否满足功能、性能要求； 4、制定和推进测试策略，包括制定测试计划，分配测试资源，构建测试环境，执行集成测试，回归测试等；5、保证被测系统的质量，并通过测试流程和方法创新，努力提升研发的质量和效率；6、解决测试过程中的复杂技术问题，包括高并发测试、压力测试、稳定性测试；7、熟悉C/C++、Java等编程语言优先；8、有软件开发或自动化测试工作经验，熟悉常用的自动化测试框架，熟悉大型网络后台架构组件，包括数据库、分布式框架、消息队列等者优先；9、有高并发、高压力、稳定性测试经验者优先。,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
286,测试工程师  周末双休,测试,6000.0,长沙新阅文化传媒有限公司,长沙,2.0,大专,负责Android、IOS、Web等产品的测试工作；2. 编写测试计划、测试用例，执行测试，给出并分析测试报告；3. 严格按照测试流程和测试计划进行项目的软件测试，严格按照规范提交和管理bug；4. 参与项目需求评审，产品设计评审，分析并指正需求设计中存在的不足，给出恰当的解决方案；5. 完成对产品的集成测试与系统测试，对产品的功能、性能及其他方面的测试负责；6. 尝试新方法、新工具提高移动平台的测试效率，建设良好的移动平台测试框架。任职要求：1. 计算机相关专业本科以上学历，2年及以上互联网产品测试经验，相关的行业背景；网文爱好者优先考虑；2. 有web测试经验、app测试经验；3. 熟悉软件测试基本理论，掌握常用测试工具、软件测试流程及其各项规范；4. 有较强的学习能力和主动性，能胜任高强度的工作；5.熟悉测试环境和相关诊断工具，能够参与重要问题的分析解决，运用各类工具提供有效的信息，加快问题的解决，并能总结和分享经验教训;6. 沟通能力良好，能够沟通产品、需求、开发测试的能力，良好的团队合作精神和严谨的工作态度。职能类别：										测试工程师									关键字：测试Android测试IOS测试Web测试移动端,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
287,装调测试工程师,测试,12500.0,杭州开闳流体科技有限公司,杭州,3.0,本科,、参加项目装配调试和测试工作，负责产品测试的执行，负责将测试过程中发现的缺陷提交到流程中并进行跟踪；2、研发项目测试；3、测试调试工装设计；4、运维装调测试；5、负责产品从研发到生产的技术导入和培训。6、研发测试体系的建设完善和实施任职要求：本科以上学历，电子、光电、自动化等相关专业、两年以上相关工作经验；具备测试体系建设和分析仪器测试经验者优先；具备生产导入经验和工艺编写经验者优先；4、良好的机械、电路知识和装调操作能力； 5、积极主动、认真负责、良好的学习能力。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,测试操作工,测试,3750.0,广州美伽电子科技有限公司,东莞,0.0,初中及以下,、初中以上文化水平，优先考虑懂电脑基本操作者；2、18~30岁左右，性格开朗，理解能力强。工作时间：上午8：00-12：00下午13：00-17：00加班17：30-20：,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,硬件测试工程师,测试,8000.0,南京法迈特科技发展有限公司,南京,1.0,大专,、收集新产品的法律、法规及现行产品标准。2、协助相关项目组完成产品技术要求的编制。3、根据产品技术要求及行业标准，对新产品进行相关的功能及性能测试，并将测试结果形成测试报告并反馈给相关项目组。4、收集现有销售产品的不良事故及其它建议，编制产品故障库，并将相关内容反馈给部门领导。5、及时对故障库中相关样品进行故障现象再现测试并形成测试报告，并协助相关工程师进行故障原因分析及故障解决。6、对新产品转产前进行评估，出具测试评估报告并将其反馈给相关领导。任职要求：1、大专及以上学历、电子信息工程及或自动化相关专业，1-3年工作经验。2、有扎实的数字电路和模拟电路知识，能够独立完成设计任务。3、能独立根据产品技术要求编制产品测试方案。4、熟悉GB9706.1相关标准者优先。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
